hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone_number,credit_card
Resort Hotel,0,6,2016,November,47,14,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,2,A,A,0,No Deposit,,94.0,0,Transient,27.0,0,0,Check-Out,2016-11-15,Russell Yates,Yates_Russell@comcast.net,399-867-6987,************1282
Resort Hotel,0,6,2017,January,3,17,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,3,A,A,0,No Deposit,,94.0,0,Transient,35.0,0,0,Check-Out,2017-01-18,Stephanie Moore,SMoore@gmail.com,581-039-9523,************2370
Resort Hotel,0,6,2016,April,15,6,0,2,1,0.0,0,BB,,Corporate,Corporate,0,0,0,A,D,1,No Deposit,,94.0,0,Transient,39.0,0,0,Check-Out,2016-04-08,Hunter Charles,Hunter.C@xfinity.com,713-791-9501,************8375
Resort Hotel,0,4,2017,August,31,1,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,2,A,D,0,No Deposit,,94.0,0,Transient,135.0,0,0,Check-Out,2017-08-02,Charles Vaughan,Charles_V82@comcast.net,278-789-5404,************2413
Resort Hotel,0,7,2016,January,4,20,0,1,1,0.0,0,BB,,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,94.0,0,Transient,25.0,0,0,Check-Out,2016-01-21,Austin Atkins,Atkins_Austin@mail.com,408-917-0493,************8005
Resort Hotel,1,0,2016,March,12,14,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,1,A,A,0,No Deposit,,53.0,0,Transient,40.0,0,0,No-Show,2016-03-14,Todd Gregory,Todd_G@mail.com,312-646-6834,************6489
Resort Hotel,0,6,2016,March,13,21,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,1,1,A,A,0,No Deposit,,53.0,0,Transient,40.0,0,0,Check-Out,2016-03-22,James Morales,JMorales@verizon.com,201-569-0155,************2625
Resort Hotel,0,7,2016,June,26,21,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,1,2,A,A,0,No Deposit,,53.0,0,Transient,65.0,0,0,Check-Out,2016-06-22,Eric Swanson,Swanson_Eric@att.com,150-444-8749,************7581
Resort Hotel,0,8,2016,September,40,27,0,2,2,0.0,0,BB,PRT,Corporate,Corporate,0,1,3,A,A,0,No Deposit,,53.0,0,Transient,65.0,0,0,Check-Out,2016-09-29,Jon English,JEnglish@yandex.com,406-993-5348,************4362
Resort Hotel,0,5,2016,March,11,8,0,2,1,0.0,0,BB,,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,94.0,0,Transient,27.0,1,0,Check-Out,2016-03-10,Rodney Brennan,Rodney.Brennan@gmail.com,718-414-5918,************9106
Resort Hotel,0,14,2016,October,44,24,1,2,1,0.0,0,BB,,Corporate,Corporate,0,0,1,A,A,0,No Deposit,,94.0,0,Transient,39.0,0,0,Check-Out,2016-10-27,Nicole Mahoney,NicoleMahoney76@att.com,111-826-9254,************8261
Resort Hotel,0,6,2016,June,24,8,0,1,1,0.0,0,BB,,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,,0,Transient,90.0,0,0,Check-Out,2016-06-09,Brian Obrien,Brian.O@hotmail.com,385-194-9080,************4815
Resort Hotel,0,7,2016,December,50,6,0,1,1,0.0,0,BB,,Corporate,Corporate,0,0,1,A,D,0,No Deposit,,,0,Transient,50.0,0,0,Check-Out,2016-12-07,Hannah Lambert,HannahLambert88@xfinity.com,224-921-4546,************2696
Resort Hotel,0,5,2017,April,16,18,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,2,A,D,0,No Deposit,,528.0,0,Transient,48.5,1,0,Check-Out,2017-04-19,Karen Hendricks,Hendricks.Karen@outlook.com,886-388-1908,************5754
Resort Hotel,0,4,2017,July,28,11,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,3,A,A,1,No Deposit,,528.0,0,Transient,142.0,1,0,Check-Out,2017-07-12,Matthew Moore,Matthew_Moore70@att.com,214-473-7084,************7937
Resort Hotel,0,1,2016,September,38,16,0,1,1,0.0,0,BB,,Corporate,Corporate,0,0,1,A,G,1,No Deposit,,94.0,0,Transient,58.0,0,0,Check-Out,2016-09-17,Jessica Sloan,Jessica.S@gmail.com,483-717-7613,************2459
Resort Hotel,0,2,2017,January,4,25,0,2,1,0.0,0,BB,,Corporate,Corporate,0,0,2,A,D,0,No Deposit,,94.0,0,Transient-Party,35.0,0,0,Check-Out,2017-01-27,Sheila Douglas,Sheila_D@xfinity.com,484-590-6273,************3850
Resort Hotel,0,5,2016,April,18,26,0,2,1,0.0,0,BB,,Corporate,Corporate,0,0,1,A,D,0,No Deposit,,94.0,0,Transient,42.0,1,0,Check-Out,2016-04-28,Richard Johnson,Richard.J@protonmail.com,952-260-3203,************5743
Resort Hotel,0,14,2016,March,11,7,1,3,1,0.0,0,BB,,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,62.0,0,Transient,30.0,0,0,Check-Out,2016-03-11,Pamela Brewer,Pamela_Brewer@yahoo.com,387-156-7006,************6976
Resort Hotel,0,4,2016,May,19,2,1,3,1,0.0,0,BB,,Corporate,Corporate,0,0,1,A,C,0,No Deposit,,62.0,0,Transient,42.0,0,0,Check-Out,2016-05-06,Sandra Weaver,Sandra_W39@outlook.com,360-183-6247,************3739
Resort Hotel,0,1,2016,September,39,22,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,2,A,A,0,No Deposit,,51.0,0,Transient,80.0,1,3,Check-Out,2016-09-23,Rodney Rogers,Rodney_Rogers@zoho.com,155-311-2590,************6152
Resort Hotel,0,0,2016,March,12,16,0,2,1,0.0,0,BB,,Complementary,Direct,0,0,0,A,E,1,No Deposit,,,0,Transient,0.0,0,0,Check-Out,2016-03-18,Angie Hill,AHill@yandex.com,306-454-2636,************8153
Resort Hotel,0,0,2017,June,23,5,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,47.0,0,Transient,75.0,0,0,Check-Out,2017-06-07,Chad Scott,Scott_Chad68@xfinity.com,853-258-8544,************6651
Resort Hotel,1,33,2015,November,45,1,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,1,A,A,0,No Deposit,,94.0,0,Transient,25.0,0,0,No-Show,2015-11-01,Vincent Taylor,Vincent_Taylor45@xfinity.com,452-742-0109,************3663
Resort Hotel,0,5,2015,November,48,25,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,1,1,A,A,0,No Deposit,,94.0,0,Transient,25.0,0,0,Check-Out,2015-11-26,Karen Carney,Karen.C@hotmail.com,999-980-2558,************1039
Resort Hotel,0,0,2015,December,52,22,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,1,2,A,A,0,No Deposit,,94.0,0,Transient,25.0,0,0,Check-Out,2015-12-23,Joshua Douglas,Joshua_Douglas@gmail.com,243-965-8890,************2286
Resort Hotel,0,7,2016,January,4,18,1,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,1,3,A,A,0,No Deposit,,94.0,0,Transient,27.0,0,0,Check-Out,2016-01-22,Jon Jackson,JonJackson@xfinity.com,897-436-0685,************5857
Resort Hotel,0,5,2016,April,15,5,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,1,4,A,D,0,No Deposit,,94.0,0,Transient,39.0,0,0,Check-Out,2016-04-07,Carolyn Johnston,CarolynJohnston@aol.com,992-928-0550,************2345
Resort Hotel,0,1,2015,November,48,25,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,1,A,D,0,No Deposit,,120.0,0,Transient,44.0,1,0,Check-Out,2015-11-27,Craig Walker,Craig_W56@yandex.com,907-117-6683,************6186
Resort Hotel,0,5,2016,February,9,23,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,2,A,D,1,No Deposit,,120.0,0,Transient,46.0,1,0,Check-Out,2016-02-25,Matthew White,White.Matthew@att.com,430-176-8971,************7929
Resort Hotel,0,0,2016,April,16,12,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,3,A,C,1,No Deposit,,120.0,0,Transient,62.0,1,0,Check-Out,2016-04-14,David Reeves,David.Reeves@gmail.com,217-309-8638,************7654
Resort Hotel,0,6,2016,January,4,20,0,1,1,0.0,0,BB,,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,94.0,0,Transient,27.0,1,0,Check-Out,2016-01-21,Bonnie Gibbs,BonnieGibbs@aol.com,724-804-6479,************9665
Resort Hotel,0,4,2016,January,5,26,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,1,A,D,0,No Deposit,,94.0,0,Transient,33.0,1,0,Check-Out,2016-01-28,Brian Terry,Terry.Brian@zoho.com,174-987-3343,************6568
Resort Hotel,0,6,2016,April,15,6,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,2,A,D,0,No Deposit,,94.0,0,Transient,42.0,1,0,Check-Out,2016-04-08,Joseph Davis,Joseph_Davis@xfinity.com,846-118-7130,************2672
Resort Hotel,0,7,2016,October,41,3,1,1,2,0.0,0,BB,,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,42.0,0,Transient,50.0,0,0,Check-Out,2016-10-05,Elizabeth Nichols,Elizabeth.Nichols@yandex.com,128-956-8871,************7955
Resort Hotel,0,12,2015,September,37,9,0,1,1,0.0,0,BB,,Corporate,Corporate,0,0,1,A,A,0,No Deposit,,82.0,0,Transient,134.0,0,0,Check-Out,2015-09-10,Ashley Brown,Ashley_Brown@yahoo.com,656-847-5821,************8276
Resort Hotel,0,8,2016,February,6,4,0,1,1,0.0,0,BB,,Corporate,Corporate,0,0,2,A,D,0,No Deposit,,82.0,0,Transient,30.0,0,0,Check-Out,2016-02-05,Michelle Roberts,Michelle_R@mail.com,364-264-9786,************6918
Resort Hotel,1,27,2016,April,17,20,0,2,1,0.0,0,BB,,Corporate,Corporate,0,0,3,A,A,0,No Deposit,,82.0,0,Transient,42.0,0,0,Canceled,2016-04-20,Jennifer Hernandez,Hernandez.Jennifer60@att.com,222-602-3674,************8704
Resort Hotel,0,16,2016,May,21,19,0,1,1,0.0,0,BB,,Corporate,Corporate,0,1,3,A,A,0,No Deposit,,82.0,0,Transient,42.0,0,0,Check-Out,2016-05-20,Jessica Carroll,Carroll_Jessica67@yandex.com,866-093-8669,************3183
Resort Hotel,0,20,2016,September,38,12,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,1,4,A,E,0,No Deposit,,82.0,0,Transient,126.0,0,0,Check-Out,2016-09-13,Mary Keith,Mary.K71@yahoo.com,957-227-5716,************6124
Resort Hotel,0,1,2016,November,46,10,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,1,5,A,G,0,No Deposit,,82.0,0,Transient,30.0,0,0,Check-Out,2016-11-11,Scott Miller,Scott_Miller76@mail.com,982-218-0203,************9247
Resort Hotel,0,3,2017,January,5,29,2,0,2,0.0,0,BB,PRT,Corporate,Corporate,0,1,6,A,A,4,No Deposit,,82.0,0,Transient,5.0,0,0,Check-Out,2017-01-31,Sheila Price,Price.Sheila@protonmail.com,888-496-6511,************1042
Resort Hotel,0,19,2017,March,11,13,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,1,7,A,D,0,No Deposit,,82.0,0,Transient,35.0,0,0,Check-Out,2017-03-14,Robert King,RobertKing@yahoo.com,426-271-8407,************3203
Resort Hotel,0,26,2017,April,16,17,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,1,8,A,A,0,No Deposit,,82.0,0,Transient,45.0,0,0,Check-Out,2017-04-18,Scott Webb,Scott.W@zoho.com,692-260-5211,************8961
Resort Hotel,0,0,2016,January,4,18,1,0,2,0.0,0,BB,,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,44.0,0,0,Check-Out,2016-01-19,Cody Smith,Cody_Smith@yandex.com,111-107-7014,************6217
Resort Hotel,0,1,2016,June,25,17,1,2,1,0.0,0,BB,,Direct,Direct,0,0,3,A,A,0,No Deposit,,,0,Transient,50.0,1,1,Check-Out,2016-06-20,Jose Dean,JDean@mail.com,383-475-7418,************3904
Resort Hotel,0,3,2015,September,40,29,0,1,1,0.0,0,BB,,Direct,Direct,0,0,2,A,H,0,No Deposit,,,0,Transient,71.0,1,0,Check-Out,2015-09-30,Debra White,White_Debra@att.com,951-541-7334,************2618
Resort Hotel,0,2,2016,April,15,6,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,3,A,D,0,No Deposit,,,0,Transient,56.4,1,0,Check-Out,2016-04-07,Kristie Rivera,Kristie.Rivera@verizon.com,313-598-4097,************2012
Resort Hotel,1,3,2015,September,40,28,1,0,1,0.0,0,BB,,Corporate,Corporate,0,0,1,A,A,1,No Deposit,,81.0,0,Transient,75.0,0,2,Canceled,2015-09-28,Jasmine Grant,Jasmine_Grant@comcast.net,636-764-2954,************9913
Resort Hotel,0,0,2015,September,40,30,0,2,1,0.0,0,BB,,Corporate,Corporate,0,1,1,A,F,1,No Deposit,,81.0,0,Transient,48.0,1,2,Check-Out,2015-10-02,Erin Berg,Erin_Berg@comcast.net,853-189-0822,************8798
Resort Hotel,0,2,2015,November,45,5,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,1,2,A,E,2,No Deposit,,81.0,0,Transient,46.0,1,2,Check-Out,2015-11-06,Molly Robinson,MollyRobinson12@aol.com,917-107-0321,************5855
Resort Hotel,0,1,2016,January,5,26,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,1,3,A,E,1,No Deposit,,81.0,0,Transient,45.0,1,2,Check-Out,2016-01-27,Karen May,May_Karen@yandex.com,667-812-8468,************1568
Resort Hotel,0,0,2016,March,11,8,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,1,4,A,E,1,No Deposit,,81.0,0,Transient,33.0,1,2,Check-Out,2016-03-09,Noah Garcia,Noah_Garcia54@zoho.com,509-892-6704,************1332
Resort Hotel,0,0,2016,April,15,5,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,1,5,A,E,1,No Deposit,,81.0,0,Transient,45.0,1,2,Check-Out,2016-04-07,Jeffrey Taylor,Jeffrey_Taylor32@yahoo.com,323-233-5548,************8023
Resort Hotel,0,2,2016,June,23,1,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,1,6,A,C,0,No Deposit,,81.0,0,Transient,71.0,1,2,Check-Out,2016-06-02,William Bush,William_B@xfinity.com,133-095-4941,************8039
Resort Hotel,0,20,2016,September,40,27,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,1,7,A,A,0,No Deposit,,81.0,0,Transient,68.0,1,2,Check-Out,2016-09-28,Thomas Price,Thomas_Price@comcast.net,208-369-4006,************9630
Resort Hotel,0,2,2016,November,46,9,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,1,8,A,H,0,No Deposit,,81.0,0,Transient,33.0,1,2,Check-Out,2016-11-10,Rodney Miller,Miller_Rodney@att.com,331-090-3676,************9476
Resort Hotel,0,0,2016,December,51,14,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,1,9,A,D,1,No Deposit,,81.0,0,Transient,33.0,1,2,Check-Out,2016-12-15,David Yates,David_Yates@comcast.net,681-377-0761,************3800
Resort Hotel,0,0,2017,February,5,1,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,1,10,A,E,1,No Deposit,,81.0,0,Transient,47.0,1,2,Check-Out,2017-02-02,Ashley Gentry,Ashley.G39@yahoo.com,395-237-8185,************3938
Resort Hotel,0,0,2017,March,11,14,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,1,11,A,G,1,No Deposit,,81.0,0,Transient,55.0,1,2,Check-Out,2017-03-15,Jessica Moore,Jessica_M@verizon.com,729-073-9340,************4771
Resort Hotel,0,5,2017,May,22,30,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,1,12,A,D,1,No Deposit,,81.0,0,Transient,45.0,1,2,Check-Out,2017-05-31,Mr. Donald Mccormick,Mr._M80@yahoo.com,342-887-0301,************5749
Resort Hotel,0,0,2016,February,8,17,0,1,1,0.0,0,BB,,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,40.0,0,0,Check-Out,2016-02-18,Jamie Gonzalez,Gonzalez.Jamie29@att.com,486-562-0863,************4016
Resort Hotel,0,5,2017,June,25,19,1,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,139.0,1,2,Check-Out,2017-06-21,Christopher Montgomery,CMontgomery@aol.com,398-757-1683,************7904
Resort Hotel,0,7,2017,January,2,12,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,2,A,A,0,No Deposit,,116.0,0,Transient,38.0,1,0,Check-Out,2017-01-13,April Rowe,Rowe_April59@protonmail.com,334-093-4950,************1620
Resort Hotel,0,5,2017,March,13,29,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,3,A,A,0,No Deposit,,116.0,0,Transient,35.0,1,0,Check-Out,2017-03-30,Joseph Stewart,Joseph_S54@zoho.com,614-770-0273,************2759
Resort Hotel,0,3,2017,June,22,1,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,4,A,A,0,No Deposit,,116.0,0,Transient,75.0,1,0,Check-Out,2017-06-02,Lawrence Robinson,LRobinson50@zoho.com,704-111-5666,************8970
Resort Hotel,0,2,2017,April,16,20,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,530.0,0,Transient,72.0,1,0,Check-Out,2017-04-21,Jorge Graves,Jorge_Graves44@outlook.com,266-446-2743,************4331
Resort Hotel,0,10,2017,May,20,15,1,1,1,0.0,0,BB,PRT,Corporate,Direct,0,0,1,A,D,0,No Deposit,,530.0,0,Transient,63.5,1,0,Check-Out,2017-05-17,Alexis Thomas,Thomas.Alexis@xfinity.com,440-040-5522,************8275
Resort Hotel,1,8,2017,July,28,11,0,2,1,0.0,0,BB,PRT,Corporate,Direct,0,1,2,A,A,0,No Deposit,,530.0,0,Transient,142.0,0,0,Canceled,2017-07-04,John Freeman,JFreeman71@gmail.com,384-357-2653,************3956
Resort Hotel,0,1,2015,November,45,3,0,2,1,0.0,0,BB,,Corporate,Corporate,0,0,1,A,A,0,No Deposit,,103.0,0,Transient,35.0,0,0,Check-Out,2015-11-05,Margaret Reed,Reed_Margaret64@protonmail.com,767-121-5093,************4171
Resort Hotel,0,0,2016,February,8,16,0,1,1,0.0,0,BB,,Corporate,Corporate,0,0,2,A,D,1,No Deposit,,103.0,0,Transient,30.0,0,0,Check-Out,2016-02-17,Audrey Prince,Audrey.Prince@aol.com,823-669-8537,************7970
Resort Hotel,0,0,2016,April,18,26,0,2,1,0.0,0,BB,,Corporate,Corporate,0,0,3,A,D,0,No Deposit,,103.0,0,Transient,42.0,0,0,Check-Out,2016-04-28,Vickie Price,Vickie.P74@gmail.com,971-326-8656,************7482
Resort Hotel,0,1,2016,July,30,19,0,2,1,0.0,0,BB,,Corporate,Corporate,0,0,4,A,A,0,No Deposit,,103.0,0,Transient,126.0,0,0,Check-Out,2016-07-21,Connie Martinez,Connie.Martinez45@outlook.com,803-691-5467,************7547
Resort Hotel,0,1,2016,November,46,8,0,2,1,0.0,0,BB,,Corporate,Corporate,0,0,5,A,C,0,No Deposit,,103.0,0,Transient,30.0,0,0,Check-Out,2016-11-10,David Holloway,DHolloway@zoho.com,188-947-5060,************9956
Resort Hotel,0,0,2017,February,8,20,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,6,A,D,0,No Deposit,,103.0,0,Transient,35.0,0,0,Check-Out,2017-02-22,Robert Fox,Robert.Fox77@att.com,147-695-6476,************4204
Resort Hotel,0,0,2017,April,17,26,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,7,A,A,0,No Deposit,,103.0,0,Transient,45.0,0,0,Check-Out,2017-04-28,Shannon Haas,Shannon.H@zoho.com,924-544-2329,************1230
Resort Hotel,0,6,2017,July,30,26,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,8,A,D,0,No Deposit,,103.0,0,Transient,135.0,0,0,Check-Out,2017-07-27,Sean Harrison,SeanHarrison@protonmail.com,463-452-8096,************9946
Resort Hotel,0,66,2015,September,39,25,4,8,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,3,No Deposit,,,0,Transient,53.0,1,1,Check-Out,2015-10-07,Monica Herrera,Monica_Herrera61@zoho.com,692-750-9850,************1377
Resort Hotel,0,112,2016,September,39,19,5,10,1,0.0,0,BB,PRT,Direct,Direct,0,0,1,A,A,0,No Deposit,,,0,Transient,56.0,1,1,Check-Out,2016-10-04,Christina Warner,Christina_Warner@gmail.com,419-752-8045,************7358
Resort Hotel,0,0,2016,February,8,18,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,43.0,1,0,Check-Out,2016-02-19,Lindsey Maldonado,LindseyMaldonado@zoho.com,114-261-3636,************3691
Resort Hotel,0,7,2015,July,29,14,0,1,1,0.0,0,BB,,Direct,Direct,0,0,1,A,A,0,No Deposit,,,0,Transient,4.0,0,1,Check-Out,2015-07-15,Mr. James Walton,Mr..Walton@gmail.com,870-640-8156,************3702
Resort Hotel,0,8,2015,November,48,25,0,1,1,0.0,0,BB,,Direct,Direct,0,0,2,A,D,0,No Deposit,,204.0,0,Transient,35.0,0,1,Check-Out,2015-11-26,Tracey Lopez,Tracey_Lopez@yandex.com,898-404-2589,************9371
Resort Hotel,0,2,2016,November,46,9,0,1,1,0.0,0,BB,PRT,Corporate,Direct,0,0,3,A,G,0,No Deposit,,,0,Transient,35.0,0,1,Check-Out,2016-11-10,Paula Perez,Paula.Perez@xfinity.com,523-312-5150,************7573
Resort Hotel,0,1,2017,March,13,28,0,2,1,0.0,0,BB,,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,112.0,0,Transient,35.0,0,0,Check-Out,2017-03-30,Andrea Blevins,Andrea.B@yandex.com,551-931-3287,************3554
Resort Hotel,0,0,2015,October,42,14,0,1,1,0.0,0,BB,,Corporate,Corporate,0,0,1,A,D,0,No Deposit,,135.0,0,Transient,48.0,1,1,Check-Out,2015-10-15,Edward Sanders,Edward.S@gmail.com,311-326-3608,************7660
Resort Hotel,1,1,2015,October,43,20,0,1,1,0.0,0,BB,,Corporate,Corporate,0,0,2,A,E,0,No Deposit,,135.0,0,Transient,48.0,0,1,Canceled,2015-10-20,Paul Weiss,Weiss.Paul@yahoo.com,893-134-1674,************5583
Resort Hotel,1,0,2015,October,43,24,0,1,2,0.0,0,BB,,Corporate,Corporate,0,1,2,A,A,0,No Deposit,,135.0,0,Transient,53.0,0,2,No-Show,2015-10-24,Vickie Hood,Vickie_Hood@hotmail.com,489-295-3794,************1603
Resort Hotel,0,4,2015,October,44,30,0,2,2,0.0,0,BB,,Corporate,Corporate,0,2,2,A,E,1,No Deposit,,135.0,0,Transient,40.0,1,2,Check-Out,2015-11-01,Jessica Hines,JHines@hotmail.com,650-067-4253,************2601
Resort Hotel,0,0,2015,December,51,15,0,1,1,0.0,0,BB,,Corporate,Corporate,0,2,3,A,A,0,No Deposit,,135.0,0,Transient,35.0,0,2,Check-Out,2015-12-16,Travis Hughes,Travis_H@yandex.com,400-458-4118,************4334
Resort Hotel,0,1,2016,January,4,19,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,2,4,A,E,0,No Deposit,,135.0,0,Transient,30.0,0,2,Check-Out,2016-01-20,Nicholas Trevino,NTrevino21@aol.com,820-809-2068,************5546
Resort Hotel,0,0,2016,June,26,20,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,2,5,A,D,0,No Deposit,,135.0,0,Transient,63.0,1,2,Check-Out,2016-06-22,Keith Taylor,Keith_T43@aol.com,228-669-6104,************2566
Resort Hotel,0,1,2016,November,46,9,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,2,6,A,H,0,No Deposit,,135.0,0,Transient,30.0,1,2,Check-Out,2016-11-10,Barbara Perry,BarbaraPerry@comcast.net,115-842-9384,************5929
Resort Hotel,0,6,2017,January,4,24,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,2,7,A,E,0,No Deposit,,135.0,0,Transient,38.5,1,2,Check-Out,2017-01-25,Amy Jacobs,Amy.J@outlook.com,988-116-8115,************5239
Resort Hotel,0,0,2017,February,7,13,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,2,8,A,E,1,No Deposit,,135.0,0,Transient,35.0,1,2,Check-Out,2017-02-16,Tonya Hernandez,Tonya.Hernandez62@mail.com,599-224-0369,************5228
Resort Hotel,0,0,2017,February,8,21,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,2,9,A,D,0,No Deposit,,135.0,0,Transient,35.0,1,2,Check-Out,2017-02-22,Christopher Blair,Christopher.B@comcast.net,738-084-1020,************8527
Resort Hotel,0,3,2017,March,9,2,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,2,10,A,G,0,No Deposit,,135.0,0,Transient,35.0,1,2,Check-Out,2017-03-03,Raymond Hodge,Hodge_Raymond@protonmail.com,201-433-6522,************7001
Resort Hotel,0,5,2017,April,17,26,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,2,11,A,E,1,No Deposit,,135.0,0,Transient,63.5,1,2,Check-Out,2017-04-27,Curtis Lee,CLee@att.com,611-036-1041,************2696
Resort Hotel,0,1,2017,May,22,31,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,2,12,A,E,0,No Deposit,,135.0,0,Transient,75.0,1,2,Check-Out,2017-06-01,Megan Wong,Megan.W@mail.com,968-698-0564,************7467
Resort Hotel,0,0,2017,June,24,12,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,2,13,A,A,0,No Deposit,,135.0,0,Transient,82.0,1,2,Check-Out,2017-06-13,Melissa Castro,Castro.Melissa@verizon.com,133-883-6667,************9343
Resort Hotel,0,0,2016,February,6,2,0,2,1,0.0,0,BB,,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,9.0,0,Transient,30.0,0,0,Check-Out,2016-02-04,Todd Hall,Todd.H75@protonmail.com,436-373-3628,************6263
Resort Hotel,0,6,2017,January,4,24,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,1,A,D,0,No Deposit,,9.0,0,Transient,35.0,0,1,Check-Out,2017-01-26,Kelly Bowman,KBowman87@verizon.com,111-369-9642,************5111
Resort Hotel,0,0,2017,April,16,21,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,70.0,0,0,Check-Out,2017-04-22,Mary Gregory,Gregory_Mary@hotmail.com,336-426-2281,************1321
Resort Hotel,0,2,2016,February,8,17,0,1,1,0.0,0,BB,,Corporate,Corporate,0,0,0,A,E,0,No Deposit,,204.0,0,Transient,30.0,0,0,Check-Out,2016-02-18,Gary Lawson,Lawson_Gary@protonmail.com,989-722-4934,************5416
Resort Hotel,0,0,2016,April,18,27,0,1,1,0.0,0,BB,,Corporate,Corporate,0,0,0,A,C,0,No Deposit,,178.0,0,Transient,42.0,0,0,Check-Out,2016-04-28,Janice Hanna,Janice_H@zoho.com,855-739-2129,************6183
Resort Hotel,0,0,2016,December,51,14,0,0,1,0.0,0,BB,,Corporate,Corporate,0,0,1,A,A,0,No Deposit,,178.0,0,Transient,0.0,0,0,Check-Out,2016-12-14,Yvonne Pena,Yvonne_Pena@att.com,962-722-1940,************9434
